county,date,hospitalized_covid_patients,population
El Dorado,2020-08-18,1.0,192843.0
Mendocino,2020-08-18,9.0,86749.0
Calaveras,2020-08-18,5.0,45905.0
Shasta,2020-08-18,6.0,180080.0
Mono,2020-08-18,0.0,14444.0
Sonoma,2020-08-18,48.0,494336.0
Lake,2020-08-18,2.0,64386.0
Siskiyou,2020-08-18,0.0,43539.0
Yolo,2020-08-18,8.0,220500.0
Placer,2020-08-18,98.0,398329.0
Santa Barbara,2020-08-18,70.0,446499.0
Napa,2020-08-18,6.0,137744.0
Sutter,2020-08-18,0.0,96971.0
Amador,2020-08-18,6.0,39752.0
Kings,2020-08-18,43.0,152940.0
Tehama,2020-08-18,1.0,65084.0
Inyo,2020-08-18,5.0,18039.0
Tulare,2020-08-18,63.0,466195.0
Ventura,2020-08-19,125.0,846006.0
Kern,2020-08-19,179.0,900202.0
Mendocino,2020-08-19,6.0,86749.0
San Bernardino,2020-08-19,500.0,2180085.0
Contra Costa,2020-08-19,117.0,1153526.0
El Dorado,2020-08-19,1.0,192843.0
Stanislaus,2020-08-19,222.0,550660.0
Merced,2020-08-19,39.0,277680.0
Santa Cruz,2020-08-19,25.0,273213.0
San Mateo,2020-08-19,60.0,766573.0
Mono,2020-08-19,0.0,14444.0
Glenn,2020-08-19,2.0,28393.0
Solano,2020-08-19,46.0,447643.0
Sacramento,2020-08-19,286.0,1552058.0
Sutter,2020-08-19,0.0,96971.0
Orange,2020-08-19,459.0,3175692.0
San Luis Obispo,2020-08-19,19.0,283111.0
Modoc,2020-08-19,0.0,8841.0
Yolo,2020-08-19,7.0,220500.0
Plumas,2020-08-19,0.0,18807.0
Marin,2020-08-19,17.0,258826.0
Calaveras,2020-08-19,4.0,45905.0
Mariposa,2020-08-19,0.0,17203.0
Lake,2020-08-19,1.0,64386.0
Lassen,2020-08-19,0.0,30573.0
Santa Clara,2020-08-19,184.0,1927852.0
Yuba,2020-08-19,26.0,78668.0
Siskiyou,2020-08-19,0.0,43539.0
Nevada,2020-08-19,1.0,99755.0
Placer,2020-08-19,94.0,398329.0
Madera,2020-08-19,36.0,157327.0
San Benito,2020-08-19,9.0,62808.0
Monterey,2020-08-19,51.0,434061.0
Sonoma,2020-08-19,46.0,494336.0
Alameda,2020-08-19,258.0,1671329.0
Amador,2020-08-19,4.0,39752.0
Inyo,2020-08-19,4.0,18039.0
Los Angeles,2020-08-19,1898.0,10039107.0
Shasta,2020-08-19,6.0,180080.0
Riverside,2020-08-19,388.0,2470546.0
San Joaquin,2020-08-19,174.0,762148.0
Butte,2020-08-19,23.0,219186.0
Imperial,2020-08-19,28.0,181215.0
Humboldt,2020-08-19,2.0,135558.0
Napa,2020-08-19,6.0,137744.0
Tuolumne,2020-08-19,1.0,54478.0
San Francisco,2020-08-19,133.0,881549.0
Tehama,2020-08-19,2.0,65084.0
Del Norte,2020-08-19,0.0,27812.0
Santa Barbara,2020-08-19,61.0,446499.0
Colusa,2020-08-19,4.0,21547.0
San Diego,2020-08-19,280.0,3338330.0
Kings,2020-08-19,42.0,152940.0
Fresno,2020-08-19,273.0,999101.0
Tulare,2020-08-19,63.0,466195.0
Trinity,2020-08-19,0.0,12285.0
Amador,2020-08-20,4.0,39752.0
Del Norte,2020-08-20,3.0,27812.0
Lassen,2020-08-20,0.0,30573.0
Butte,2020-08-20,25.0,219186.0
Alameda,2020-08-20,254.0,1671329.0
Stanislaus,2020-08-20,220.0,550660.0
Orange,2020-08-20,443.0,3175692.0
Mendocino,2020-08-20,5.0,86749.0
Modoc,2020-08-20,0.0,8841.0
Trinity,2020-08-20,0.0,12285.0
Riverside,2020-08-20,375.0,2470546.0
Kings,2020-08-20,44.0,152940.0
Mariposa,2020-08-20,1.0,17203.0
Shasta,2020-08-20,5.0,180080.0
Santa Clara,2020-08-20,185.0,1927852.0
Tehama,2020-08-20,2.0,65084.0
Napa,2020-08-20,3.0,137744.0
Sutter,2020-08-20,0.0,96971.0
Yuba,2020-08-20,25.0,78668.0
Lake,2020-08-20,0.0,64386.0
Merced,2020-08-20,34.0,277680.0
San Bernardino,2020-08-20,461.0,2180085.0
Humboldt,2020-08-20,2.0,135558.0
Sonoma,2020-08-20,46.0,494336.0
San Joaquin,2020-08-20,178.0,762148.0
Yolo,2020-08-20,10.0,220500.0
Madera,2020-08-20,38.0,157327.0
Contra Costa,2020-08-20,120.0,1153526.0
Inyo,2020-08-20,2.0,18039.0
Tulare,2020-08-20,66.0,466195.0
Santa Barbara,2020-08-20,63.0,446499.0
Santa Cruz,2020-08-20,18.0,273213.0
Colusa,2020-08-20,5.0,21547.0
Mono,2020-08-20,0.0,14444.0
Los Angeles,2020-08-20,1789.0,10039107.0
Fresno,2020-08-20,273.0,999101.0
Sacramento,2020-08-20,278.0,1552058.0
Plumas,2020-08-20,0.0,18807.0
Siskiyou,2020-08-20,0.0,43539.0
El Dorado,2020-08-20,3.0,192843.0
San Luis Obispo,2020-08-20,19.0,283111.0
San Diego,2020-08-20,284.0,3338330.0
Kern,2020-08-20,183.0,900202.0
Placer,2020-08-20,92.0,398329.0
Monterey,2020-08-20,46.0,434061.0
San Benito,2020-08-20,8.0,62808.0
San Mateo,2020-08-20,65.0,766573.0
Ventura,2020-08-20,130.0,846006.0
Imperial,2020-08-20,29.0,181215.0
Solano,2020-08-20,48.0,447643.0
Marin,2020-08-20,19.0,258826.0
San Francisco,2020-08-20,125.0,881549.0
Calaveras,2020-08-20,5.0,45905.0
Glenn,2020-08-20,2.0,28393.0
Nevada,2020-08-20,3.0,99755.0
Tuolumne,2020-08-20,1.0,54478.0
Napa,2020-08-21,3.0,137744.0
Kern,2020-08-21,163.0,900202.0
Contra Costa,2020-08-21,116.0,1153526.0
Calaveras,2020-08-21,6.0,45905.0
Sonoma,2020-08-21,44.0,494336.0
Kings,2020-08-21,39.0,152940.0
Del Norte,2020-08-21,3.0,27812.0
Solano,2020-08-21,46.0,447643.0
Ventura,2020-08-21,118.0,846006.0
Inyo,2020-08-21,1.0,18039.0
San Benito,2020-08-21,8.0,62808.0
Tuolumne,2020-08-21,2.0,54478.0
Amador,2020-08-21,4.0,39752.0
Trinity,2020-08-21,0.0,12285.0
Modoc,2020-08-21,0.0,8841.0
Nevada,2020-08-21,4.0,99755.0
Lake,2020-08-21,2.0,64386.0
Mendocino,2020-08-21,5.0,86749.0
Sutter,2020-08-21,0.0,96971.0
Lassen,2020-08-21,0.0,30573.0
Marin,2020-08-21,16.0,258826.0
Madera,2020-08-21,42.0,157327.0
Mariposa,2020-08-21,1.0,17203.0
Tulare,2020-08-21,61.0,466195.0
Humboldt,2020-08-21,7.0,135558.0
Santa Clara,2020-08-21,178.0,1927852.0
Stanislaus,2020-08-21,234.0,550660.0
Sacramento,2020-08-21,269.0,1552058.0
San Bernardino,2020-08-21,446.0,2180085.0
San Joaquin,2020-08-21,164.0,762148.0
Santa Barbara,2020-08-21,59.0,446499.0
Alameda,2020-08-21,260.0,1671329.0
Merced,2020-08-21,33.0,277680.0
San Francisco,2020-08-21,118.0,881549.0
Shasta,2020-08-21,5.0,180080.0
Yuba,2020-08-21,26.0,78668.0
Yolo,2020-08-21,10.0,220500.0
Imperial,2020-08-21,29.0,181215.0
San Diego,2020-08-21,286.0,3338330.0
Mono,2020-08-21,0.0,14444.0
Santa Cruz,2020-08-21,18.0,273213.0
El Dorado,2020-08-21,3.0,192843.0
Tehama,2020-08-21,1.0,65084.0
Glenn,2020-08-21,2.0,28393.0
Plumas,2020-08-21,0.0,18807.0
Los Angeles,2020-08-21,1726.0,10039107.0
Orange,2020-08-21,448.0,3175692.0
Fresno,2020-08-21,283.0,999101.0
Riverside,2020-08-21,352.0,2470546.0
Butte,2020-08-21,19.0,219186.0
San Luis Obispo,2020-08-21,16.0,283111.0
Siskiyou,2020-08-21,0.0,43539.0
Colusa,2020-08-21,4.0,21547.0
Placer,2020-08-21,77.0,398329.0
San Mateo,2020-08-21,66.0,766573.0
Monterey,2020-08-21,50.0,434061.0
Tuolumne,2020-08-22,1.0,54478.0
Mono,2020-08-22,0.0,14444.0
San Luis Obispo,2020-08-22,16.0,283111.0
Sacramento,2020-08-22,270.0,1552058.0
El Dorado,2020-08-22,2.0,192843.0
Solano,2020-08-22,41.0,447643.0
Kern,2020-08-22,163.0,900202.0
Mendocino,2020-08-22,3.0,86749.0
Monterey,2020-08-22,47.0,434061.0
Tulare,2020-08-22,66.0,466195.0
Humboldt,2020-08-22,5.0,135558.0
Shasta,2020-08-22,8.0,180080.0
Madera,2020-08-22,37.0,157327.0
Butte,2020-08-22,24.0,219186.0
Imperial,2020-08-22,31.0,181215.0
Tehama,2020-08-22,1.0,65084.0
Contra Costa,2020-08-22,118.0,1153526.0
Los Angeles,2020-08-22,1701.0,10039107.0
Lassen,2020-08-22,0.0,30573.0
San Benito,2020-08-22,7.0,62808.0
Calaveras,2020-08-22,6.0,45905.0
Placer,2020-08-22,68.0,398329.0
Nevada,2020-08-22,5.0,99755.0
Inyo,2020-08-22,0.0,18039.0
Napa,2020-08-22,5.0,137744.0
San Mateo,2020-08-22,67.0,766573.0
Modoc,2020-08-22,0.0,8841.0
Mariposa,2020-08-22,0.0,17203.0
Yuba,2020-08-22,18.0,78668.0
Trinity,2020-08-22,0.0,12285.0
Kings,2020-08-22,39.0,152940.0
Merced,2020-08-22,33.0,277680.0
Fresno,2020-08-22,275.0,999101.0
Yolo,2020-08-22,6.0,220500.0
Orange,2020-08-22,426.0,3175692.0
Sutter,2020-08-22,0.0,96971.0
Glenn,2020-08-22,2.0,28393.0
Ventura,2020-08-22,117.0,846006.0
Santa Cruz,2020-08-22,14.0,273213.0
Stanislaus,2020-08-22,223.0,550660.0
San Francisco,2020-08-22,109.0,881549.0
Amador,2020-08-22,4.0,39752.0
Lake,2020-08-22,0.0,64386.0
San Joaquin,2020-08-22,150.0,762148.0
Colusa,2020-08-22,2.0,21547.0
Alameda,2020-08-22,248.0,1671329.0
Santa Barbara,2020-08-22,58.0,446499.0
Riverside,2020-08-22,319.0,2470546.0
Plumas,2020-08-22,0.0,18807.0
San Bernardino,2020-08-22,419.0,2180085.0
Marin,2020-08-22,19.0,258826.0
Sonoma,2020-08-22,49.0,494336.0
Del Norte,2020-08-22,2.0,27812.0
Santa Clara,2020-08-22,170.0,1927852.0
San Diego,2020-08-22,271.0,3338330.0
Siskiyou,2020-08-22,0.0,43539.0
Contra Costa,2020-08-23,111.0,1153526.0
Monterey,2020-08-23,43.0,434061.0
San Francisco,2020-08-23,109.0,881549.0
Los Angeles,2020-08-23,1667.0,10039107.0
Santa Barbara,2020-08-23,60.0,446499.0
Merced,2020-08-23,31.0,277680.0
El Dorado,2020-08-23,1.0,192843.0
Yolo,2020-08-23,7.0,220500.0
Mendocino,2020-08-23,3.0,86749.0
Marin,2020-08-23,19.0,258826.0
Lassen,2020-08-23,0.0,30573.0
Kings,2020-08-23,38.0,152940.0
Riverside,2020-08-23,340.0,2470546.0
Sutter,2020-08-23,0.0,96971.0
Napa,2020-08-23,5.0,137744.0
Sonoma,2020-08-23,49.0,494336.0
Sacramento,2020-08-23,251.0,1552058.0
Tulare,2020-08-23,57.0,466195.0
Calaveras,2020-08-23,7.0,45905.0
San Diego,2020-08-23,289.0,3338330.0
Orange,2020-08-23,446.0,3175692.0
Ventura,2020-08-23,111.0,846006.0
Fresno,2020-08-23,273.0,999101.0
Mariposa,2020-08-23,0.0,17203.0
San Luis Obispo,2020-08-23,16.0,283111.0
Imperial,2020-08-23,34.0,181215.0
Modoc,2020-08-23,0.0,8841.0
Mono,2020-08-23,0.0,14444.0
Butte,2020-08-23,21.0,219186.0
Nevada,2020-08-23,5.0,99755.0
Inyo,2020-08-23,0.0,18039.0
Trinity,2020-08-23,0.0,12285.0
Glenn,2020-08-23,2.0,28393.0
Kern,2020-08-23,154.0,900202.0
Santa Clara,2020-08-23,169.0,1927852.0
Madera,2020-08-23,44.0,157327.0
San Joaquin,2020-08-23,160.0,762148.0
San Bernardino,2020-08-23,427.0,2180085.0
Solano,2020-08-23,45.0,447643.0
Amador,2020-08-23,3.0,39752.0
Yuba,2020-08-23,19.0,78668.0
Colusa,2020-08-23,1.0,21547.0
Alameda,2020-08-23,233.0,1671329.0
Lake,2020-08-23,1.0,64386.0
Humboldt,2020-08-23,5.0,135558.0
Tehama,2020-08-23,1.0,65084.0
Stanislaus,2020-08-23,207.0,550660.0
Placer,2020-08-23,62.0,398329.0
Santa Cruz,2020-08-23,13.0,273213.0
Tuolumne,2020-08-23,1.0,54478.0
Del Norte,2020-08-23,0.0,27812.0
San Mateo,2020-08-23,65.0,766573.0
Plumas,2020-08-23,0.0,18807.0
Shasta,2020-08-23,7.0,180080.0
Siskiyou,2020-08-23,0.0,43539.0
San Benito,2020-08-23,6.0,62808.0
Napa,2020-08-24,6.0,137744.0
Marin,2020-08-24,17.0,258826.0
Colusa,2020-08-24,1.0,21547.0
Kings,2020-08-24,35.0,152940.0
Glenn,2020-08-24,2.0,28393.0
Shasta,2020-08-24,7.0,180080.0
Inyo,2020-08-24,0.0,18039.0
Trinity,2020-08-24,0.0,12285.0
Modoc,2020-08-24,0.0,8841.0
Lassen,2020-08-24,0.0,30573.0
Butte,2020-08-24,24.0,219186.0
Contra Costa,2020-08-24,110.0,1153526.0
San Bernardino,2020-08-24,402.0,2180085.0
Humboldt,2020-08-24,5.0,135558.0
Sonoma,2020-08-24,46.0,494336.0
Santa Barbara,2020-08-24,58.0,446499.0
Calaveras,2020-08-24,6.0,45905.0
Amador,2020-08-24,4.0,39752.0
Yuba,2020-08-24,18.0,78668.0
Santa Clara,2020-08-24,163.0,1927852.0
Placer,2020-08-24,72.0,398329.0
Sacramento,2020-08-24,256.0,1552058.0
Riverside,2020-08-24,318.0,2470546.0
Siskiyou,2020-08-24,0.0,43539.0
El Dorado,2020-08-24,1.0,192843.0
Stanislaus,2020-08-24,213.0,550660.0
Monterey,2020-08-24,41.0,434061.0
Nevada,2020-08-24,5.0,99755.0
Fresno,2020-08-24,272.0,999101.0
Los Angeles,2020-08-24,1636.0,10039107.0
San Joaquin,2020-08-24,153.0,762148.0
Ventura,2020-08-24,101.0,846006.0
Sutter,2020-08-24,0.0,96971.0
Santa Cruz,2020-08-24,21.0,273213.0
Alameda,2020-08-24,227.0,1671329.0
Tulare,2020-08-24,57.0,466195.0
Mono,2020-08-24,0.0,14444.0
Plumas,2020-08-24,0.0,18807.0
Tehama,2020-08-24,0.0,65084.0
Mendocino,2020-08-24,2.0,86749.0
San Luis Obispo,2020-08-24,13.0,283111.0
Merced,2020-08-24,30.0,277680.0
Tuolumne,2020-08-24,2.0,54478.0
Imperial,2020-08-24,33.0,181215.0
Orange,2020-08-24,459.0,3175692.0
San Mateo,2020-08-24,70.0,766573.0
Kern,2020-08-24,161.0,900202.0
Del Norte,2020-08-24,2.0,27812.0
San Francisco,2020-08-24,117.0,881549.0
Madera,2020-08-24,30.0,157327.0
Solano,2020-08-24,41.0,447643.0
San Diego,2020-08-24,309.0,3338330.0
San Benito,2020-08-24,7.0,62808.0
Yolo,2020-08-24,8.0,220500.0
Lake,2020-08-24,0.0,64386.0
Mariposa,2020-08-24,0.0,17203.0
Lassen,2020-08-25,0.0,30573.0
Stanislaus,2020-08-25,211.0,550660.0
Yuba,2020-08-25,20.0,78668.0
Amador,2020-08-25,3.0,39752.0
Los Angeles,2020-08-25,1685.0,10039107.0
Riverside,2020-08-25,309.0,2470546.0
Placer,2020-08-25,67.0,398329.0
Butte,2020-08-25,18.0,219186.0
Orange,2020-08-25,467.0,3175692.0
Contra Costa,2020-08-25,103.0,1153526.0
Glenn,2020-08-25,2.0,28393.0
Sutter,2020-08-25,0.0,96971.0
Kern,2020-08-25,158.0,900202.0
Humboldt,2020-08-25,1.0,135558.0
Ventura,2020-08-25,102.0,846006.0
Sacramento,2020-08-25,255.0,1552058.0
Fresno,2020-08-25,256.0,999101.0
Colusa,2020-08-25,4.0,21547.0
Santa Cruz,2020-08-25,17.0,273213.0
San Benito,2020-08-25,6.0,62808.0
Tulare,2020-08-25,56.0,466195.0
Modoc,2020-08-25,0.0,8841.0
Inyo,2020-08-25,0.0,18039.0
Mono,2020-08-25,0.0,14444.0
Shasta,2020-08-25,5.0,180080.0
Sonoma,2020-08-25,49.0,494336.0
San Joaquin,2020-08-25,153.0,762148.0
Napa,2020-08-25,6.0,137744.0
Tuolumne,2020-08-25,2.0,54478.0
Monterey,2020-08-25,42.0,434061.0
Plumas,2020-08-25,0.0,18807.0
Siskiyou,2020-08-25,0.0,43539.0
San Mateo,2020-08-25,61.0,766573.0
Kings,2020-08-25,35.0,152940.0
Trinity,2020-08-25,0.0,12285.0
San Francisco,2020-08-25,108.0,881549.0
Del Norte,2020-08-25,0.0,27812.0
Tehama,2020-08-25,0.0,65084.0
Alameda,2020-08-25,229.0,1671329.0
Solano,2020-08-25,37.0,447643.0
Imperial,2020-08-25,35.0,181215.0
Marin,2020-08-25,19.0,258826.0
El Dorado,2020-08-25,2.0,192843.0
San Diego,2020-08-25,323.0,3338330.0
Yolo,2020-08-25,7.0,220500.0
Madera,2020-08-25,31.0,157327.0
Merced,2020-08-25,25.0,277680.0
Mariposa,2020-08-25,0.0,17203.0
Lake,2020-08-25,2.0,64386.0
San Luis Obispo,2020-08-25,13.0,283111.0
Santa Barbara,2020-08-25,60.0,446499.0
Mendocino,2020-08-25,3.0,86749.0
Nevada,2020-08-25,2.0,99755.0
Calaveras,2020-08-25,8.0,45905.0
San Bernardino,2020-08-25,380.0,2180085.0
Santa Clara,2020-08-25,160.0,1927852.0
Solano,2020-08-26,39.0,447643.0
Colusa,2020-08-26,3.0,21547.0
Lassen,2020-08-26,0.0,30573.0
Sutter,2020-08-26,0.0,96971.0
Kern,2020-08-26,142.0,900202.0
Lake,2020-08-26,2.0,64386.0
Marin,2020-08-26,19.0,258826.0
Sonoma,2020-08-26,43.0,494336.0
Calaveras,2020-08-26,5.0,45905.0
San Luis Obispo,2020-08-26,18.0,283111.0
Ventura,2020-08-26,105.0,846006.0
Siskiyou,2020-08-26,0.0,43539.0
Orange,2020-08-26,423.0,3175692.0
Napa,2020-08-26,7.0,137744.0
Santa Clara,2020-08-26,161.0,1927852.0
Mono,2020-08-26,0.0,14444.0
Humboldt,2020-08-26,2.0,135558.0
Mendocino,2020-08-26,3.0,86749.0
Placer,2020-08-26,54.0,398329.0
Stanislaus,2020-08-26,190.0,550660.0
Monterey,2020-08-26,40.0,434061.0
Modoc,2020-08-26,0.0,8841.0
Shasta,2020-08-26,4.0,180080.0
Plumas,2020-08-26,0.0,18807.0
San Francisco,2020-08-26,99.0,881549.0
Contra Costa,2020-08-26,109.0,1153526.0
Madera,2020-08-26,35.0,157327.0
Merced,2020-08-26,27.0,277680.0
Fresno,2020-08-26,257.0,999101.0
Sacramento,2020-08-26,254.0,1552058.0
San Benito,2020-08-26,4.0,62808.0
Tulare,2020-08-26,67.0,466195.0
Yolo,2020-08-26,7.0,220500.0
Santa Barbara,2020-08-26,43.0,446499.0
Alameda,2020-08-26,238.0,1671329.0
Tehama,2020-08-26,0.0,65084.0
Kings,2020-08-26,35.0,152940.0
Nevada,2020-08-26,2.0,99755.0
Yuba,2020-08-26,20.0,78668.0
Inyo,2020-08-26,0.0,18039.0
Glenn,2020-08-26,2.0,28393.0
Imperial,2020-08-26,33.0,181215.0
San Joaquin,2020-08-26,161.0,762148.0
Santa Cruz,2020-08-26,18.0,273213.0
Del Norte,2020-08-26,0.0,27812.0
Butte,2020-08-26,21.0,219186.0
Mariposa,2020-08-26,0.0,17203.0
Riverside,2020-08-26,321.0,2470546.0
Tuolumne,2020-08-26,2.0,54478.0
San Diego,2020-08-26,316.0,3338330.0
Los Angeles,2020-08-26,1634.0,10039107.0
Amador,2020-08-26,2.0,39752.0
El Dorado,2020-08-26,2.0,192843.0
San Bernardino,2020-08-26,367.0,2180085.0
Trinity,2020-08-26,0.0,12285.0
San Mateo,2020-08-26,61.0,766573.0
Merced,2020-08-27,26.0,277680.0
Napa,2020-08-27,6.0,137744.0
Los Angeles,2020-08-27,1565.0,10039107.0
Sutter,2020-08-27,0.0,96971.0
Madera,2020-08-27,44.0,157327.0
San Diego,2020-08-27,299.0,3338330.0
San Benito,2020-08-27,3.0,62808.0
Fresno,2020-08-27,249.0,999101.0
Ventura,2020-08-27,102.0,846006.0
Sonoma,2020-08-27,44.0,494336.0
Kern,2020-08-27,150.0,900202.0
Tulare,2020-08-27,54.0,466195.0
Nevada,2020-08-27,2.0,99755.0
Alameda,2020-08-27,245.0,1671329.0
Inyo,2020-08-27,0.0,18039.0
Tehama,2020-08-27,0.0,65084.0
Butte,2020-08-27,19.0,219186.0
Lake,2020-08-27,2.0,64386.0
Trinity,2020-08-27,0.0,12285.0
Siskiyou,2020-08-27,0.0,43539.0
Modoc,2020-08-27,0.0,8841.0
Santa Cruz,2020-08-27,15.0,273213.0
Amador,2020-08-27,4.0,39752.0
Riverside,2020-08-27,310.0,2470546.0
Shasta,2020-08-27,4.0,180080.0
Plumas,2020-08-27,0.0,18807.0
Solano,2020-08-27,35.0,447643.0
Santa Barbara,2020-08-27,42.0,446499.0
San Mateo,2020-08-27,60.0,766573.0
Marin,2020-08-27,19.0,258826.0
Glenn,2020-08-27,2.0,28393.0
Imperial,2020-08-27,33.0,181215.0
Tuolumne,2020-08-27,2.0,54478.0
Stanislaus,2020-08-27,205.0,550660.0
Calaveras,2020-08-27,4.0,45905.0
El Dorado,2020-08-27,3.0,192843.0
Placer,2020-08-27,59.0,398329.0
San Joaquin,2020-08-27,158.0,762148.0
San Luis Obispo,2020-08-27,17.0,283111.0
Monterey,2020-08-27,39.0,434061.0
Yuba,2020-08-27,21.0,78668.0
San Bernardino,2020-08-27,361.0,2180085.0
Colusa,2020-08-27,10.0,21547.0
Mendocino,2020-08-27,5.0,86749.0
San Francisco,2020-08-27,91.0,881549.0
Kings,2020-08-27,33.0,152940.0
Mariposa,2020-08-27,0.0,17203.0
Lassen,2020-08-27,0.0,30573.0
Santa Clara,2020-08-27,158.0,1927852.0
Sacramento,2020-08-27,237.0,1552058.0
Orange,2020-08-27,400.0,3175692.0
Mono,2020-08-27,0.0,14444.0
Yolo,2020-08-27,6.0,220500.0
Contra Costa,2020-08-27,121.0,1153526.0
Humboldt,2020-08-27,3.0,135558.0
Del Norte,2020-08-27,0.0,27812.0
Lassen,2020-08-28,0.0,30573.0
San Mateo,2020-08-28,53.0,766573.0
Inyo,2020-08-28,0.0,18039.0
Tuolumne,2020-08-28,2.0,54478.0
Santa Barbara,2020-08-28,53.0,446499.0
Nevada,2020-08-28,2.0,99755.0
Plumas,2020-08-28,0.0,18807.0
Tehama,2020-08-28,1.0,65084.0
Los Angeles,2020-08-28,1512.0,10039107.0
Kern,2020-08-28,134.0,900202.0
Fresno,2020-08-28,228.0,999101.0
Santa Clara,2020-08-28,154.0,1927852.0
Humboldt,2020-08-28,2.0,135558.0
San Diego,2020-08-28,282.0,3338330.0
Tulare,2020-08-28,55.0,466195.0
Orange,2020-08-28,387.0,3175692.0
Madera,2020-08-28,37.0,157327.0
Riverside,2020-08-28,297.0,2470546.0
Sutter,2020-08-28,0.0,96971.0
Modoc,2020-08-28,0.0,8841.0
San Joaquin,2020-08-28,144.0,762148.0
Butte,2020-08-28,19.0,219186.0
Contra Costa,2020-08-28,120.0,1153526.0
Del Norte,2020-08-28,0.0,27812.0
Sonoma,2020-08-28,47.0,494336.0
Yuba,2020-08-28,20.0,78668.0
Ventura,2020-08-28,95.0,846006.0
Placer,2020-08-28,62.0,398329.0
Amador,2020-08-28,4.0,39752.0
Kings,2020-08-28,32.0,152940.0
Mono,2020-08-28,0.0,14444.0
Calaveras,2020-08-28,2.0,45905.0
Stanislaus,2020-08-28,190.0,550660.0
Colusa,2020-08-28,12.0,21547.0
Glenn,2020-08-28,0.0,28393.0
San Benito,2020-08-28,2.0,62808.0
Lake,2020-08-28,3.0,64386.0
Marin,2020-08-28,15.0,258826.0
San Francisco,2020-08-28,92.0,881549.0
Siskiyou,2020-08-28,0.0,43539.0
Monterey,2020-08-28,31.0,434061.0
Shasta,2020-08-28,3.0,180080.0
Imperial,2020-08-28,32.0,181215.0
Santa Cruz,2020-08-28,15.0,273213.0
Merced,2020-08-28,26.0,277680.0
El Dorado,2020-08-28,0.0,192843.0
Solano,2020-08-28,36.0,447643.0
Napa,2020-08-28,3.0,137744.0
Trinity,2020-08-28,0.0,12285.0
Mariposa,2020-08-28,0.0,17203.0
Mendocino,2020-08-28,5.0,86749.0
Yolo,2020-08-28,6.0,220500.0
San Luis Obispo,2020-08-28,16.0,283111.0
Sacramento,2020-08-28,230.0,1552058.0
Alameda,2020-08-28,248.0,1671329.0
San Bernardino,2020-08-28,354.0,2180085.0
Humboldt,2020-08-29,2.0,135558.0
Amador,2020-08-29,1.0,39752.0
Sacramento,2020-08-29,245.0,1552058.0
Riverside,2020-08-29,305.0,2470546.0
Kern,2020-08-29,124.0,900202.0
Calaveras,2020-08-29,3.0,45905.0
Modoc,2020-08-29,0.0,8841.0
Napa,2020-08-29,3.0,137744.0
Del Norte,2020-08-29,1.0,27812.0
Marin,2020-08-29,14.0,258826.0
Tulare,2020-08-29,53.0,466195.0
Siskiyou,2020-08-29,0.0,43539.0
Trinity,2020-08-29,0.0,12285.0
Inyo,2020-08-29,0.0,18039.0
Kings,2020-08-29,32.0,152940.0
Yolo,2020-08-29,5.0,220500.0
Solano,2020-08-29,40.0,447643.0
Lassen,2020-08-29,0.0,30573.0
Shasta,2020-08-29,4.0,180080.0
Mono,2020-08-29,0.0,14444.0
Merced,2020-08-29,27.0,277680.0
Madera,2020-08-29,36.0,157327.0
Santa Cruz,2020-08-29,17.0,273213.0
San Diego,2020-08-29,303.0,3338330.0
Imperial,2020-08-29,31.0,181215.0
San Mateo,2020-08-29,53.0,766573.0
Tehama,2020-08-29,1.0,65084.0
Sutter,2020-08-29,0.0,96971.0
San Luis Obispo,2020-08-29,15.0,283111.0
Plumas,2020-08-29,0.0,18807.0
Glenn,2020-08-29,0.0,28393.0
Mendocino,2020-08-29,2.0,86749.0
Sonoma,2020-08-29,39.0,494336.0
Monterey,2020-08-29,31.0,434061.0
Orange,2020-08-29,377.0,3175692.0
San Joaquin,2020-08-29,133.0,762148.0
Nevada,2020-08-29,2.0,99755.0
San Bernardino,2020-08-29,334.0,2180085.0
Alameda,2020-08-29,232.0,1671329.0
Colusa,2020-08-29,11.0,21547.0
Yuba,2020-08-29,20.0,78668.0
Fresno,2020-08-29,225.0,999101.0
Ventura,2020-08-29,92.0,846006.0
Los Angeles,2020-08-29,1458.0,10039107.0
Contra Costa,2020-08-29,105.0,1153526.0
Santa Clara,2020-08-29,166.0,1927852.0
San Benito,2020-08-29,2.0,62808.0
Lake,2020-08-29,1.0,64386.0
Tuolumne,2020-08-29,2.0,54478.0
Mariposa,2020-08-29,0.0,17203.0
El Dorado,2020-08-29,1.0,192843.0
San Francisco,2020-08-29,85.0,881549.0
Placer,2020-08-29,61.0,398329.0
Butte,2020-08-29,17.0,219186.0
Stanislaus,2020-08-29,184.0,550660.0
Santa Barbara,2020-08-29,48.0,446499.0
Solano,2020-08-30,40.0,447643.0
Monterey,2020-08-30,35.0,434061.0
Shasta,2020-08-30,3.0,180080.0
Plumas,2020-08-30,0.0,18807.0
San Mateo,2020-08-30,57.0,766573.0
Lake,2020-08-30,0.0,64386.0
El Dorado,2020-08-30,1.0,192843.0
Imperial,2020-08-30,28.0,181215.0
Santa Cruz,2020-08-30,14.0,273213.0
San Benito,2020-08-30,2.0,62808.0
San Diego,2020-08-30,305.0,3338330.0
Del Norte,2020-08-30,0.0,27812.0
Butte,2020-08-30,18.0,219186.0
Madera,2020-08-30,37.0,157327.0
