county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,population,confirmedper100k,newlyconfirmedper100k,deathper100k,newdeath100k,7dayrollingavg_newlyconfirmed,7dayrollingavg_newdeath,7dayrollingavg_newlyconfirmed_rawnumber,7dayrollingavg_newdeath_rawnumber
San Diego,229.0,2.0,53,1,2020-03-24,0.017,0.023,0.034,0.126,0.8,3338330,6.859717283791597,1.5876201573840811,0.059910194618267215,0.029955097309133608,0.9799596119702281,0.008558599231181031,32.714285714285715,0.2857142857142857
San Diego,236.0,2.0,7,0,2020-03-25,0.017,0.023,0.034,0.126,0.8,3338330,7.069402964955531,0.20968568116393527,0.059910194618267215,0.0,0.838742724655741,0.008558599231181031,28.0,0.2857142857142857
San Diego,297.0,2.0,61,0,2020-03-26,0.017,0.023,0.034,0.126,0.8,3338330,8.896663900812682,1.8272609358571503,0.059910194618267215,0.0,0.9799596119702281,0.008558599231181031,32.714285714285715,0.2857142857142857
San Diego,419.0,5.0,122,3,2020-03-27,0.017,0.023,0.034,0.126,0.8,3338330,12.551185772526983,3.6545218717143007,0.14977548654566805,0.08986529192740082,1.3736551766045557,0.021396498077952575,45.857142857142854,0.7142857142857143
San Diego,490.0,7.0,71,2,2020-03-28,0.017,0.023,0.034,0.126,0.8,3338330,14.67799768147547,2.1268119089484863,0.20968568116393527,0.059910194618267215,1.5876201573840816,0.02995509730913361,53.0,1.0
San Diego,521.0,7.0,31,0,2020-03-29,0.017,0.023,0.034,0.126,0.8,3338330,15.60660569805861,0.9286080165831418,0.20968568116393527,0.0,1.5491064608437666,0.02995509730913361,51.714285714285715,1.0
San Diego,605.0,7.0,84,0,2020-03-30,0.017,0.023,0.034,0.126,0.8,3338330,18.122833872025833,2.516228173967223,0.20968568116393527,0.0,1.8358195350883315,0.025675797693543095,61.285714285714285,0.8571428571428571
San Diego,736.0,9.0,131,2,2020-03-31,0.017,0.023,0.034,0.126,0.8,3338330,22.046951619522336,3.9241177474965028,0.26959587578220245,0.059910194618267215,2.1696049051043915,0.02995509730913361,72.42857142857143,1.0
San Diego,851.0,11.0,115,2,2020-04-01,0.017,0.023,0.034,0.126,0.8,3338330,25.4917878100727,3.4448361905503653,0.3295060704004697,0.059910194618267215,2.6317692635881675,0.03851369654031463,87.85714285714286,1.2857142857142858
San Diego,968.0,16.0,117,5,2020-04-02,0.017,0.023,0.034,0.126,0.8,3338330,28.99653419524133,3.504746385168632,0.4792815569461377,0.14977548654566805,2.871410042061236,0.05991019461826722,95.85714285714286,2.0
San Diego,1114.0,17.0,146,1,2020-04-03,0.017,0.023,0.034,0.126,0.8,3338330,33.36997840237484,4.373444207133507,0.5092366542552713,0.029955097309133608,2.974113232835408,0.05135159538708618,99.28571428571429,1.7142857142857142
San Diego,1211.0,18.0,97,1,2020-04-04,0.017,0.023,0.034,0.126,0.8,3338330,36.2756228413608,2.90564443898596,0.5391917515644049,0.029955097309133608,3.0853750228407617,0.04707229577149568,103.0,1.5714285714285714
